(126,122,196)
(121,111,186)
(118,108,183)
(126,116,191)
(127,126,196)
(121,126,196)
(114,126,194)
(106,129,196)
(102,132,193)
(95,127,193)
(100,132,207)
(94,129,206)
(86,127,202)
